catalog,category,weight,tp,mrp_old,final_mrp_old,ajio_mrp,amazon_mrp,amazon_fba_mrp
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,395,1895,1895,1895,1895,1895
Mix,Kurta,0.3,395,1895,1895,1895,1895,1895
Mix,Kurta,0.3,395,1895,1895,1895,1895,1895
Mix,Kurta,0.3,395,1895,1895,1895,1895,1895
Mix,Kurta,0.3,395,1895,1895,1895,1895,1895
Mix,Kurta,0.3,395,1895,1895,1895,1895,1895
Mix,Kurta,0.3,450,2095,2095,2095,2095,2095
Mix,Kurta,0.3,450,2095,2095,2095,2095,2095
Mix,Kurta,0.3,450,2095,2095,2095,2095,2095
Mix,Kurta,0.3,450,2095,2095,2095,2095,2095
Mix,Kurta,0.3,450,2095,2095,2095,2095,2095
Mix,Kurta,0.3,450,2095,2095,2095,2095,2095
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,790,3495,3495,3495,3495,3495
Mix,Gown,0.4,695,3195,3195,3195,3195,3195
Mix,Gown,0.4,695,3195,3195,3195,3195,3195
Mix,Gown,0.4,695,3195,3195,3195,3195,3195
Mix,Gown,0.4,695,3195,3195,3195,3195,3195
Mix,Gown,0.4,695,3195,3195,3195,3195,3195
Mix,Gown,0.4,695,3195,3195,3195,3195,3195
Surmaya,Kurta Set,0.4,1295,5395,5395,5395,5395,5395
Surmaya,Kurta Set,0.4,1295,5395,5395,5395,5395,5395
Surmaya,Kurta Set,0.4,1295,5395,5395,5395,5395,5395
Surmaya,Kurta Set,0.4,1295,5395,5395,5395,5395,5395
Surmaya,Kurta Set,0.4,1295,5395,5395,5395,5395,5395
Surmaya,Kurta Set,0.4,1295,5395,5395,5395,5395,5395
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Gown,0.4,995,4295,4295,4295,4295,4295
Surmaya,Gown,0.4,995,4295,4295,4295,4295,4295
Surmaya,Gown,0.4,995,4295,4295,4295,4295,4295
Surmaya,Gown,0.4,995,4295,4295,4295,4295,4295
Surmaya,Gown,0.4,995,4295,4295,4295,4295,4295
Surmaya,Gown,0.4,995,4295,4295,4295,4295,4295
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Surmaya,Kurta Set,0.4,1150,4895,4895,4895,4895,4895
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta Set,0.4,650,3295,3295,3295,3295,3295
Mix,Kurta Set,0.4,650,3295,3295,3295,3295,3295
Mix,Kurta Set,0.4,650,3295,3295,3295,3295,3295
Mix,Kurta Set,0.4,650,3295,3295,3295,3295,3295
Mix,Kurta Set,0.4,650,3295,3295,3295,3295,3295
Mix,Kurta Set,0.4,650,3295,3295,3295,3295,3295
Mix,Kurta,0.3,460,2397,2397,2397,2397,2397
Mix,Kurta,0.3,460,2397,2397,2397,2397,2397
Mix,Kurta,0.3,460,2397,2397,2397,2397,2397
Mix,Kurta,0.3,460,2397,2397,2397,2397,2397
Mix,Kurta,0.3,460,2397,2397,2397,2397,2397
Mix,Kurta,0.3,460,2397,2397,2397,2397,2397
Mix,Kurta Set,0.4,675,3397,3397,3397,3397,3397
Mix,Kurta Set,0.4,675,3397,3397,3397,3397,3397
Mix,Kurta Set,0.4,675,3397,3397,3397,3397,3397
Mix,Kurta Set,0.4,675,3397,3397,3397,3397,3397
Mix,Kurta Set,0.4,675,3397,3397,3397,3397,3397
Mix,Kurta Set,0.4,675,3397,3397,3397,3397,3397
Mix,Kurta,0.3,440,2295,2295,2295,2295,2295
Mix,Kurta,0.3,440,2295,2295,2295,2295,2295
Mix,Kurta,0.3,440,2295,2295,2295,2295,2295
Mix,Kurta,0.3,440,2295,2295,2295,2295,2295
Mix,Kurta,0.3,440,2295,2295,2295,2295,2295
Mix,Kurta,0.3,440,2295,2295,2295,2295,2295
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta Set,0.4,695,3495,3495,3495,3495,3495
Mix,Kurta,0.3,490,2495,2495,2495,2495,2495
Mix,Kurta,0.3,490,2495,2495,2495,2495,2495
Mix,Kurta,0.3,490,2495,2495,2495,2495,2495
Mix,Kurta,0.3,490,2495,2495,2495,2495,2495
Mix,Kurta,0.3,490,2495,2495,2495,2495,2495
Mix,Kurta,0.3,490,2495,2495,2495,2495,2495
Mix,Kurta Set,0.4,635,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,635,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,635,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,635,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,635,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,635,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,2095,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,2095,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,2095,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,2095,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,2095,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,2095,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta Set,0.4,625,3197,3197,3197,3197,3197
Mix,Kurta Set,0.4,625,3197,3197,3197,3197,3197
Mix,Kurta Set,0.4,625,3197,3197,3197,3197,3197
Mix,Kurta Set,0.4,625,3197,3197,3197,3197,3197
Mix,Kurta Set,0.4,625,3197,3197,3197,3197,3197
Mix,Kurta Set,0.4,625,3197,3197,3197,3197,3197
Mix,Kurta,0.3,400,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,400,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,400,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,400,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,400,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,400,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,425,2197,2197,2197,2197,2197
Mix,Kurta,0.3,425,2197,2197,2197,2197,2197
Mix,Kurta,0.3,425,2197,2197,2197,2197,2197
Mix,Kurta,0.3,425,2197,2197,2197,2197,2197
Mix,Kurta,0.3,425,2197,2197,2197,2197,2197
Mix,Kurta,0.3,425,2197,2197,2197,2197,2197
Mix,Kurta Set,0.4,595,2975,2975,2975,2997,2997
Mix,Kurta Set,0.4,595,2975,2975,2975,2997,2997
Mix,Kurta Set,0.4,595,2975,2975,2975,2997,2997
Mix,Kurta Set,0.4,595,2975,2975,2975,2997,2997
Mix,Kurta Set,0.4,595,2975,2975,2975,2997,2997
Mix,Kurta Set,0.4,595,2975,2975,2975,2997,2997
Mix,Kurta,0.3,410,2095,2095,2095,2095,2095
Mix,Kurta,0.3,410,2095,2095,2095,2095,2095
Mix,Kurta,0.3,410,2095,2095,2095,2095,2095
Mix,Kurta,0.3,410,2095,2095,2095,2095,2095
Mix,Kurta,0.3,410,2095,2095,2095,2095,2095
Mix,Kurta,0.3,410,2095,2095,2095,2095,2095
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta Set,0.4,650,3297,3297,3297,3297,3297
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta Set,0.4,599,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,599,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,599,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,599,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,599,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,599,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,485,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,485,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,485,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,485,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,485,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,485,Nill,Nill,Nill,Nill,Nill
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta,0.3,415,2097,2097,2097,2097,2097
Mix,Kurta Set,0.4,640,3197,3197,3295,3295,3295
Mix,Kurta Set,0.4,640,3197,3197,3295,3295,3295
Mix,Kurta Set,0.4,640,3197,3197,3295,3295,3295
Mix,Kurta Set,0.4,640,3197,3197,3295,3295,3295
Mix,Kurta Set,0.4,640,3197,3197,3295,3295,3295
Mix,Kurta Set,0.4,640,3197,3197,3295,3295,3295
Mix,Kurta,0.3,415,2095,2095,2095,2295,2295
Mix,Kurta,0.3,415,2095,2095,2095,2295,2295
Mix,Kurta,0.3,415,2095,2095,2095,2295,2295
Mix,Kurta,0.3,415,2095,2095,2095,2295,2295
Mix,Kurta,0.3,415,2095,2095,2095,2295,2295
Mix,Kurta,0.3,415,2095,2095,2095,2295,2295
Mix,Kurta Set,0.4,625,3195,3195,3195,3195,3195
Mix,Kurta Set,0.4,625,3195,3195,3195,3195,3195
Mix,Kurta Set,0.4,625,3195,3195,3195,3195,3195
Mix,Kurta Set,0.4,625,3195,3195,3195,3195,3195
Mix,Kurta Set,0.4,625,3195,3195,3195,3195,3195
Mix,Kurta Set,0.4,625,3195,3195,3195,3195,3195
Mix,Kurta,0.3,400,2097,2097,2097,2097,2097
Mix,Kurta,0.3,400,2097,2097,2097,2097,2097
Mix,Kurta,0.3,400,2097,2097,2097,2097,2097
Mix,Kurta,0.3,400,2097,2097,2097,2097,2097
Mix,Kurta,0.3,400,2097,2097,2097,2097,2097
Mix,Kurta,0.3,400,2097,2097,2097,2097,2097
Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095
Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095
Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095
Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095
Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095
Mix,Kurta Set,0.4,615,3095,3095,3095,3095,3095
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,#VALUE!,Nill,Nill,Nill,Nill,Nill
Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997
Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997
Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997
Mix,Kurta Set,0.4,1195,5997,5997,5997,5997,5997
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,1044,4099,4099,4099,4099,4099
Nill,Nill,Nill,795,2449,2449,2449,2449,2449
Nill,Nill,Nill,1395,4049,4049,4049,4049,4049
Nill,Nill,Nill,1395,4049,4049,4049,4049,4049
Nill,Nill,Nill,1395,4049,4049,4049,4049,4049
Nill,Nill,Nill,1395,4049,4049,4049,4049,4049
Nill,Nill,Nill,1395,4049,4049,4049,4049,4049
Nill,Nill,Nill,895,3149,3149,3149,3149,3149
Nill,Nill,Nill,625,2449,2449,2449,2449,2449
Nill,Nill,Nill,1165,4549,4549,4549,4549,4549
Nill,Nill,Nill,1165,4549,4549,4549,4549,4549
Nill,Nill,Nill,1165,4549,4549,4549,4549,4549
Nill,Nill,Nill,1165,4549,4549,4549,4549,4549
Nill,Nill,Nill,795,2449,2449,2449,2449,2449
Nill,Nill,Nill,150,299,299,299,299,299
Nill,Nill,Nill,100,199,199,199,199,199
Nill,Nill,Nill,899,1695,1695,1695,1695,1695
Nill,Nill,Nill,699,1695,1695,1695,1695,1695
Colors-7,Kurta,0.3,381,1538,1595,1595,1595,1595
Mix,Kurta,0.3,570,2298,2295,2295,2295,2295
Nill,Nill,Nill,2095,Nill,Nill,Nill,Nill,Nill
Nill,Nill,Nill,895,3149,3149,3149,3149,3149
Nill,Nill,Nill,895,3149,3149,3149,3149,3149
Nill,Nill,Nill,995,3499,3499,3499,3499,3499
Nill,Nill,Nill,1395,4049,4049,4049,4049,4049
Nill,Nill,Nill,126,299,299,299,299,299
Nill,Nill,Nill,252,499,499,499,499,499
Nill,Nill,Nill,126,299,299,299,299,299
Nill,Nill,Nill,500,1995,1995,1995,2500,2500
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Nill,Nill,Nill,1395,4899,4899,4899,4899,4899
Nill,Nill,Nill,806,3149,3149,3149,3149,3149
Nill,Nill,Nill,859,3149,3149,3149,3149,3149
Mix,Kurta Set,0.4,615,2195,2195,2195,2195,2195
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,395,1695,1695,1695,1695,1695
Nill,Nill,Nill,395,1695,1695,1695,1695,1695
Nill,Nill,Nill,395,1695,1695,1695,1695,1695
Nill,Nill,Nill,395,1695,1695,1695,1695,1695
Nill,Nill,Nill,395,1695,1695,1695,1695,1695
Nill,Nill,Nill,395,1695,1695,1695,1695,1695
Nill,Nill,Nill,395,1695,1695,1695,1695,1695
Nill,Nill,Nill,425,1995,1995,1995,1995,1995
Nill,Nill,Nill,425,1995,1995,1995,1995,1995
Nill,Nill,Nill,425,1995,1995,1995,1995,1995
Nill,Nill,Nill,425,1995,1995,1995,1995,1995
Nill,Nill,Nill,425,1995,1995,1995,1995,1995
Nill,Nill,Nill,425,1995,1995,1995,1995,1995
Nill,Nill,Nill,425,1995,1995,1995,1995,1995
Nill,Nill,Nill,435,1795,1795,1795,1795,1795
Nill,Nill,Nill,435,1795,1795,1795,1795,1795
Nill,Nill,Nill,435,1795,1795,1795,1795,1795
Nill,Nill,Nill,435,1795,1795,1795,1795,1795
Nill,Nill,Nill,435,1795,1795,1795,1795,1795
Nill,Nill,Nill,435,1795,1795,1795,1795,1795
Nill,Nill,Nill,435,1795,1795,1795,1795,1795
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Mix,Kurta,0.3,425,2195,2195,2195,2195,2195
Nill,Nill,Nill,1165,4549,4549,4549,4549,4549
Nill,Nill,Nill,630.5,630.5,630.5,630.5,630.5,630.5
Nill,Nill,Nill,498,498,498,498,498,498
Mix,Kurta Set,0.4,615,2195,2195,2195,2195,2195
Nill,Nill,Nill,1523,1523,1523,1365,1365,1365
Nill,Nill,Nill,733.95,733.95,733.95,733.95,733.95,733.95
Mix,Kurta,0.3,425,1995,1995,1995,1995,1995
Mix,Kurta,0.3,424,2240,1695,1695,1695,1695
Nill,Nill,Nill,859,3149,3149,3149,3149,3149
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Nill,Nill,Nill,818,2494,2494,2494,2494,2494
Mix,Kurta,0.3,424,2240,1695,1695,1695,1695
Mix,Kurta,0.3,467,1878,1995,1995,1995,1995
Mix,Kurta,0.3,467,1878,1995,1995,1995,1995
Mix,Kurta,0.3,467,1878,1995,1995,1995,1995
Mix,Kurta,0.3,467,1878,1995,1995,1995,1995
Mix,Kurta,0.3,467,1878,1995,1995,1995,1995
Mix,Kurta,0.3,467,1878,1995,1995,1995,1995
Mix,Kurta,0.3,467,1878,1995,1995,1995,1995
